;;Cod.;Descrizione;Libero 4;Q.tà in giacenza;Fornitore;Ubicazione;Note
;No;9960;Thai Slim Sfumato SSS Ananas gr 200;;90;Filsaronno Srl;BE-10;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3-4  Uncinetto 2,5 -3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9961;Thai Slim Sfumato SSS Avocado gr 200;P.ta 2603;180;Filsaronno Srl;BE-10;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9962;Thai Slim Sfumato SSS Bluebarry gr 200;;90;Filsaronno Srl;BE-11;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9963;Thai Slim Sfumato SSS Cachi gr 200;;102;Filsaronno Srl;BE-11;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9964;Thai Slim Sfumato SSS Cenere gr 200;;90;Filsaronno Srl;BE-12;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9965;Thai Slim Sfumato SSS Chili gr 200;;90;Filsaronno Srl;BE-12;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9966;Thai Slim Sfumato SSS Fragola gr 200;;90;Filsaronno Srl;BE-13;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9967;Thai Slim Sfumato SSS Gelso gr 200;;60;Filsaronno Srl;BE-13;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9968;Thai Slim Sfumato SSS Lime gr 200;;90;Filsaronno Srl;BE-14;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10035;Thai Slim Sfumato SSS Mare gr 200;;90;Filsaronno Srl;BE-14;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9969;Thai Slim Sfumato SSS Melone gr 200;;90;Filsaronno Srl;BE-15;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9970;Thai Slim Sfumato SSS Menta gr 200;;90;Filsaronno Srl;BE-15;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10036;Thai Slim Sfumato SSS Noce gr 200;;60;Filsaronno Srl;BF-15;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10037;Thai Slim Sfumato SSS Pompelmo rosa gr 200;;90;Filsaronno Srl;BF-14;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9971;Thai Slim Sfumato SSS Silver gr 200;;90;Filsaronno Srl;BF-13;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10038;Thai Slim Sfumato SSS Sky gr 200;;90;Filsaronno Srl;BF-13;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;9972;Thai Slim Sfumato SSS Uva gr 200;;60;Filsaronno Srl;BF-12;Cordino 100% Polipropilene Sfumato per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10065;Thai Slim Unito Avio gr 200;;150;Filsaronno Srl;BE-1;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10066;Thai Slim Unito Beige gr 200;;180;Filsaronno Srl;BE-2;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10067;Thai Slim Unito Bianco gr 200;P.ta 1209;120;Filsaronno Srl;BE-3;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10068;Thai Slim Unito Blu gr 200;P.ta 2023;90;Filsaronno Srl;BE-4;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10069;Thai Slim Unito Bordeaux gr 200;;180;Filsaronno Srl;BE-5;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10070;Thai Slim Unito Grigio gr 200;;150;Filsaronno Srl;BE-6;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 3ca diametro mm1,7 ca
;No;10071;Thai Slim Unito Nero gr 200;P.ta 06;60;Filsaronno Srl;BE-7;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10072;Thai Slim Unito Panna gr 200;;150;Filsaronno Srl;BE-8;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;10073;Thai Slim Unito Rosa gr 200;;180;Filsaronno Srl;BE-9;Cordino 100% Polipropilene in tinta unita  per realizzare borse ed accessori Consigliati ferri 3 4  Uncinetto 2,5 3 Consegnato in Rocca Peso Gr 200 ca Lunghezza mt 300 ca diametro mm1,7 ca
;No;86vsnhpe;Thai Sublime Argento Grammi 200;P.ta 2207;121;Indorama Ventures Lifestyle Italy Spa;AA-01;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;ppb220tq;Thai Sublime Avion Grammi 200;P.ta 3496;120;Indorama Ventures Lifestyle Italy Spa;AA-2;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;qjpj24cc;Thai Sublime Becco Oca Grammi 200;P.ta 5029_01;120;Indorama Ventures Lifestyle Italy Spa;AA-3;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;n4twi1ys;Thai Sublime Beige Grammi 200;P.ta 1919;60;Indorama Ventures Lifestyle Italy Spa;AA-4;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;kzu8yz44;Thai Sublime Bianco ottico Grammi 200;P.ta 4106;150;Indorama Ventures Lifestyle Italy Spa;AA-5;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;e7s7ueyx;Thai Sublime Blu marine Grammi 200;P.ta 1048;90;Indorama Ventures Lifestyle Italy Spa;AA-6;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;qm79tq0d;Thai Sublime Bluette Grammi 200;P.ta 1365;120;Indorama Ventures Lifestyle Italy Spa;AA-7;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;65fa81lg;Thai Sublime Bordeaux Grammi 200;P.ta 6586;90;Indorama Ventures Lifestyle Italy Spa;AA-8;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;12898;Thai Sublime Caramello Grammi 200;P.ta 642;150;Indorama Ventures Lifestyle Italy Spa;AA-9;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;80si4mzr;Thai Sublime Carta zucchero Grammi 200;Pta 1505;120;Indorama Ventures Lifestyle Italy Spa;AA-10;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;xejunqu1;Thai Sublime Castagna Grammi 200;P.ta 5022-01;30;Indorama Ventures Lifestyle Italy Spa;AA-11;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;34wz3w0k;Thai Sublime Cipria Grammi 200;P.ta 3098;180;Indorama Ventures Lifestyle Italy Spa;AA-12;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13318;Thai Sublime Crema Grammi 200;P.ta B74917;150;Indorama Ventures Lifestyle Italy Spa;AB-1;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;11587;Thai Sublime Cuoio Grammi 200;P.ta 8213;0;Indorama Ventures Lifestyle Italy Spa;AB-2;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;nnyguatw;Thai Sublime Fluo Fuxia Grammi 200;P.ta 01;120;Indorama Ventures Lifestyle Italy Spa;AB-3;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;sx3mw7ce;Thai Sublime Glicine Grammi 200;P.ta 3098;180;Indorama Ventures Lifestyle Italy Spa;AB-4;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;gytudb5k;Thai Sublime Grigio Grammi 200;P.ta 5060;120;Indorama Ventures Lifestyle Italy Spa;AB-5;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7364;Thai Sublime Grigio Medio Grammi 200;P.ta 5706;120;Indorama Ventures Lifestyle Italy Spa;AB-6;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13319;Thai Sublime Lilla Grammi 200;P.ta B75122;120;Indorama Ventures Lifestyle Italy Spa;AB-7;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13320;Thai Sublime Lime Grammi 200;P.ta B75216;90;Indorama Ventures Lifestyle Italy Spa;AB-8;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13321;Thai Sublime Magenta Grammi 200;P.ta 2944;150;Indorama Ventures Lifestyle Italy Spa;AB-9;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;6248;Thai Sublime Militare Grammi 200;P.ta 1878;150;Indorama Ventures Lifestyle Italy Spa;AB-10;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;2n7gokre;Thai Sublime Nero Grammi 200;P.ta 6545;90;Indorama Ventures Lifestyle Italy Spa;AB-11;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;id5cpwup;Thai Sublime Nocciola Grammi 200;P.ta 7712;120;Indorama Ventures Lifestyle Italy Spa;AB-12;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;tjy5hmx4;Thai Sublime Nuvola Grammi 200;P.ta 4028;180;Indorama Ventures Lifestyle Italy Spa;AB-13;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;14594;Thai Sublime Panna Grammi 200;P.ta 3414;60;Indorama Ventures Lifestyle Italy Spa;AB-14;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;dmic399s;Thai Sublime Petrolio Grammi 200;P.ta 8906;150;Indorama Ventures Lifestyle Italy Spa;AB-15;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13322;Thai Sublime Pistacchio Grammi 200;P.ta B75032;90;Indorama Ventures Lifestyle Italy Spa;AB-16;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;n33ie4bu;Thai Sublime Rame Grammi 200;P.ta 5804_01;90;Indorama Ventures Lifestyle Italy Spa;AB-17;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;y07bsb4r;Thai Sublime Rosso Grammi 200;P.ta 1541;120;Indorama Ventures Lifestyle Italy Spa;AB-18;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13669;Thai Sublime Sfumato Colorado Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-1;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10504;Thai Sublime Sfumato Danubio Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-2;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10499;Thai Sublime Sfumato Don Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-3;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10501;Thai Sublime Sfumato Eufrate Grammi 200;P.ta 01;30;Indorama Ventures Lifestyle Italy Spa;AC-4;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10506;Thai Sublime Sfumato Gange Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-5;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10500;Thai Sublime Sfumato Indo Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-6;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10505;Thai Sublime Sfumato Nilo Grammi 200;P.ta 01;58;Indorama Ventures Lifestyle Italy Spa;AC-7;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10502;Thai Sublime Sfumato Rio Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-8;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10507;Thai Sublime Sfumato Senna Grammi 200;P.ta 01;90;Indorama Ventures Lifestyle Italy Spa;AC-9;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;10503;Thai Sublime Sfumato Tamigi Grammi 200;P.ta 01;60;Indorama Ventures Lifestyle Italy Spa;AC-10;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;cntgpdjh;Thai Sublime Sole Grammi 200;P.ta 3898;120;Indorama Ventures Lifestyle Italy Spa;AB-19;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;jzo7af93;Thai Sublime Tiffany Grammi 200;P.ta 8630;150;Indorama Ventures Lifestyle Italy Spa;AB-20;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;13323;Thai Sublime Turchese Grammi 200;P.ta B75123;150;Indorama Ventures Lifestyle Italy Spa;AB-21;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;6249;Thai Sublime Verde Grammi 200;P.ta 1672;120;Indorama Ventures Lifestyle Italy Spa;AB-22;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;l6bacnl3;Thai Sublime Viola Grammi 200;P.ta 7667;180;Indorama Ventures Lifestyle Italy Spa;AB-23;Cordino Thai Sublime Poliestere e Poliammide. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  280 metri ca con un diametro di mm 2 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;wx9aent8;Thai SublimeLux Argento Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BA-30;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;nub8bmyx;Thai SublimeLux Avio Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BA-30;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
